system:index,NDVI,Soil_Moisture,VH,VV,.geo
471,0.701957,8.5636215,-13.360674214827498,-6.707810396689884,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.95255727230554,12.082340571407563]}"
472,0.6973638,8.5636215,-13.877553074784435,-7.148510230495356,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.04238880071749,12.082340571407563]}"
473,0.55421686,8.762855,-13.867639148163997,-7.426744037232824,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.13222032912944,12.082340571407563]}"
474,0.40834633,8.692966,-14.005720060189935,-7.618793678377731,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.2220518575414,12.082340571407563]}"
475,0.505911,8.692966,-15.276145148478912,-8.022826850531132,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.31188338595335,12.082340571407563]}"
476,0.29919803,9.069689,-16.133390018809006,-9.647842461862728,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.4017149143653,12.082340571407563]}"
477,0.35825107,9.069689,-15.60227058456009,-8.89793403207174,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.49154644277725,12.082340571407563]}"
478,0.41215804,9.45303,-16.10282714302087,-8.683271479613236,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.5813779711892,12.082340571407563]}"
479,0.31707317,9.159737,-16.294941934636697,-9.570259197641851,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.67120949960116,12.082340571407563]}"
480,0.38746178,9.159737,-16.866101490025276,-10.101335231206175,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.76104102801311,12.082340571407563]}"
481,0.26574075,9.841392,-18.209454751889325,-11.254989940678398,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.85087255642506,12.082340571407563]}"
482,0.3379674,9.913674,-16.95836925459253,-9.909292269281249,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.94070408483701,12.082340571407563]}"
483,0.42012978,9.913674,-15.929744515990386,-9.628818787267418,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.03053561324897,12.082340571407563]}"
484,0.38838708,11.130133,-16.68126341999211,-9.259916152784664,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.12036714166092,12.082340571407563]}"
485,0.34602404,10.396079,-15.854686717197781,-9.507872798254496,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.21019867007287,12.082340571407563]}"
486,0.27535588,10.396079,-16.910859589315606,-8.074884182246624,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.30003019848482,12.082340571407563]}"
487,0.40964967,10.397765,-13.449109135202082,-7.650927565235822,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.38986172689677,12.082340571407563]}"
488,0.27206507,10.397765,-14.984566642092819,-9.345354231572077,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.47969325530873,12.082340571407563]}"
489,0.4961611,12.836271,-10.872876059334317,-4.303452128391657,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.56952478372068,12.082340571407563]}"
490,0.5644902,11.72373,-16.578861509000166,-10.576943307575355,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.65935631213263,12.082340571407563]}"
491,0.44113287,11.72373,-13.881884161420517,-7.243187045777846,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.74918784054458,12.082340571407563]}"
492,0.4240621,10.45264,-14.612613437175037,-8.157726577415925,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.83901936895654,12.082340571407563]}"
493,0.3027219,10.516512,-15.873508900482927,-9.096990332815789,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.92885089736849,12.082340571407563]}"
494,0.34517765,10.516512,-14.338026806875476,-7.9963017132155,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.01868242578044,12.082340571407563]}"
495,0.3060921,10.606024,-16.866638917632116,-9.059213363882815,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.10851395419239,12.082340571407563]}"
496,0.41983914,10.592357,-16.126168529134034,-9.001722275083154,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.19834548260434,12.082340571407563]}"
497,0.36443615,10.592357,-16.671240149421017,-8.22869207036896,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.2881770110163,12.082340571407563]}"
498,0.368618,10.390854,-16.47752602150497,-9.108923880142655,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.37800853942825,12.082340571407563]}"
499,0.31449243,10.390854,-16.130099970224435,-8.905731347415577,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.4678400678402,12.082340571407563]}"
500,0.4814815,10.55428,-16.09987284456399,-9.267611259853124,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.55767159625215,12.082340571407563]}"
501,0.5685661,10.782819,-13.844655186822408,-8.093954125315431,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.6475031246641,12.082340571407563]}"
502,0.49146757,10.782819,-16.84781634419066,-9.869677941854603,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.73733465307606,12.082340571407563]}"
503,0.43936154,9.535275,-16.43319245111884,-9.59154915186659,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.82716618148801,12.082340571407563]}"
504,0.5762007,9.464402,-16.78894039438109,-9.970975103797668,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.91699770989996,12.082340571407563]}"
505,0.28913325,25.4,-16.918536049166676,-9.75541956640013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.14407351659797,12.172172099819516]}"
506,0.57036185,25.4,-14.477032783144518,-7.657008610584013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.23390504500992,12.172172099819516]}"
507,0.7076319,17.959736,-13.427749975939875,-6.675865638668883,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.32373657342187,12.172172099819516]}"
508,0.7718084,18.2961,-12.670843613000859,-5.374298605073417,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.41356810183383,12.172172099819516]}"
509,0.7665525,18.2961,-13.346778554267143,-6.648389994026088,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.50339963024578,12.172172099819516]}"
510,0.4317283,18.104671,-9.888263641300313,-2.598008346296987,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.59323115865773,12.172172099819516]}"
511,0.37901086,16.059452,-15.434049516339577,-9.068420862897844,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.68306268706968,12.172172099819516]}"
512,0.74003243,16.059452,-13.713921935270314,-7.010888006404322,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.77289421548164,12.172172099819516]}"
513,0.75250256,9.916028,-13.371063508751178,-6.564765079028481,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.86272574389359,12.172172099819516]}"
514,0.7001371,7.663787,-13.888187484045387,-7.361461930811877,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.95255727230554,12.172172099819516]}"
515,0.6639344,7.663787,-13.862440063820918,-7.0864407025015375,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.04238880071749,12.172172099819516]}"
516,0.52726597,9.390178,-13.332460658684035,-6.746165518039352,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.13222032912944,12.172172099819516]}"
517,0.4769599,9.2220335,-14.65238979713886,-8.490617678343455,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.2220518575414,12.172172099819516]}"
518,0.5055948,9.2220335,-14.738697154877435,-7.279167510948534,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.31188338595335,12.172172099819516]}"
519,0.41922542,8.825369,-15.215774289516125,-8.12546901266543,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.4017149143653,12.172172099819516]}"
520,0.37981823,8.825369,-15.656432499299031,-9.552348256786656,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.49154644277725,12.172172099819516]}"
521,0.4765596,9.976993,-16.1871870484701,-8.648727029743972,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.5813779711892,12.172172099819516]}"
522,0.42568544,9.203535,-15.266327318362675,-6.006523698130271,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.67120949960116,12.172172099819516]}"
523,0.3011133,9.203535,-17.386112720106514,-10.495777017847344,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.76104102801311,12.172172099819516]}"
524,0.30422536,10.128419,-17.074520615446936,-10.219474323782835,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.85087255642506,12.172172099819516]}"
525,0.53113794,9.616412,-16.537555986326552,-10.073081427283867,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.94070408483701,12.172172099819516]}"
526,0.4068027,9.616412,-16.74995134639931,-10.157792938467908,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.03053561324897,12.172172099819516]}"
527,0.34628692,10.487266,-17.14800052674488,-10.11275125138426,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.12036714166092,12.172172099819516]}"
528,0.4220218,10.064128,-16.790717262309094,-9.19877185291756,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.21019867007287,12.172172099819516]}"
529,0.3517004,10.064128,-14.989204232434062,-8.95689237072858,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.30003019848482,12.172172099819516]}"
530,0.3424414,10.139698,-17.79709702601525,-9.226165930883104,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.38986172689677,12.172172099819516]}"
531,0.41562817,10.139698,-14.095904526182952,-7.923739683258976,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.47969325530873,12.172172099819516]}"
532,0.38203192,11.760087,-13.064004863237813,-7.0459626269930435,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.56952478372068,12.172172099819516]}"
533,0.4319256,11.373952,-13.056698635521961,-6.313636218024316,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.65935631213263,12.172172099819516]}"
534,0.42416453,11.373952,-13.947994206723354,-7.828681911977422,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.74918784054458,12.172172099819516]}"
535,0.65549934,9.601759,-12.259060797099345,-6.056543881902641,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.83901936895654,12.172172099819516]}"
536,0.34584725,9.703848,-15.879002308218759,-8.48865965552264,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.92885089736849,12.172172099819516]}"
537,0.30696985,9.703848,-15.892734729064546,-9.370673124433054,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.01868242578044,12.172172099819516]}"
538,0.3686452,8.989451,-17.20623510471396,-8.382268161405497,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.10851395419239,12.172172099819516]}"
539,0.36128363,10.061638,-16.83082703125367,-8.363516072163588,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.19834548260434,12.172172099819516]}"
540,0.33197245,10.061638,-16.61946880893618,-9.242132251229904,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.2881770110163,12.172172099819516]}"
541,0.37048045,10.064242,-16.490184739887468,-9.271852378683661,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.37800853942825,12.172172099819516]}"
542,0.48013622,10.064242,-14.581371108523197,-8.412406393549295,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.4678400678402,12.172172099819516]}"
543,0.35903284,10.151832,-16.19028312530078,-9.192280484962446,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.55767159625215,12.172172099819516]}"
544,0.49728426,9.74645,-15.608023189487351,-9.415318360456194,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.6475031246641,12.172172099819516]}"
545,0.5233038,9.74645,-15.560538983796857,-9.525197960888287,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.73733465307606,12.172172099819516]}"
546,0.668872,10.107543,-14.091559270508256,-8.272269194192837,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.82716618148801,12.172172099819516]}"
547,0.6777461,9.672928,-13.39357863016363,-7.113052095328326,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.91699770989996,12.172172099819516]}"
548,0.6269621,25.4,-14.158930820140077,-6.779420054035942,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.14407351659797,12.262003628231469]}"
549,0.73740864,25.4,-13.66973648479419,-6.8786394053262025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.23390504500992,12.262003628231469]}"
550,0.7803242,18.518593,-13.366794974202875,-6.4389654112798915,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.32373657342187,12.262003628231469]}"
551,0.77758163,18.389166,-13.895518024244112,-6.821733727612859,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.41356810183383,12.262003628231469]}"
552,0.7507815,18.389166,-11.783430185437934,-4.850957763085424,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.50339963024578,12.262003628231469]}"
553,0.803786,18.343052,-11.805480252205196,-5.093146119307715,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.59323115865773,12.262003628231469]}"
554,0.7751572,15.975934,-13.422800378538966,-6.556893159466904,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.68306268706968,12.262003628231469]}"
555,0.7073573,15.975934,-13.999139874684957,-7.381915025913953,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.77289421548164,12.262003628231469]}"
556,0.79802376,9.3263445,-13.78970093022159,-7.153737046253874,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.86272574389359,12.262003628231469]}"
557,0.6609063,8.200253,-13.415891054472333,-6.697046338490605,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.95255727230554,12.262003628231469]}"
558,0.5355743,8.200253,-13.835797974304185,-7.111713364880593,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.04238880071749,12.262003628231469]}"
559,0.3604326,9.564235,-15.628125576716453,-8.4119266853389,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.13222032912944,12.262003628231469]}"
560,0.32677528,10.322783,-16.18934683798323,-9.00134877793241,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.2220518575414,12.262003628231469]}"
561,0.377001,10.322783,-16.26917589024619,-9.07180823296466,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.31188338595335,12.262003628231469]}"
562,0.421365,9.627865,-15.787113687308302,-8.759620838538474,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.4017149143653,12.262003628231469]}"
563,0.41239455,9.627865,-16.26766444661318,-9.110381072400918,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.49154644277725,12.262003628231469]}"
564,0.35494095,11.230266,-17.04722186537981,-10.114399370956288,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.5813779711892,12.262003628231469]}"
565,0.349467,9.418408,-15.003256357700325,-8.337634277183593,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.67120949960116,12.262003628231469]}"
566,0.48070785,9.418408,-16.584641221019798,-9.81288399618591,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.76104102801311,12.262003628231469]}"
567,0.37947926,10.8916855,-16.486919959510708,-9.50352024832575,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.85087255642506,12.262003628231469]}"
568,0.3804117,11.010253,-16.52802626605449,-9.822634466100988,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.94070408483701,12.262003628231469]}"
569,0.42524478,11.010253,-16.343011555811245,-9.45576975958029,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.03053561324897,12.262003628231469]}"
570,0.34123725,10.79242,-15.981309971391108,-8.796378571105926,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.12036714166092,12.262003628231469]}"
571,0.38104582,9.818948,-16.785136479198112,-9.588531858160309,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.21019867007287,12.262003628231469]}"
572,0.36563876,9.818948,-13.591102301629924,-7.632592627740987,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.30003019848482,12.262003628231469]}"
573,0.3200596,9.770022,-15.436642064003783,-9.696966388010852,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.38986172689677,12.262003628231469]}"
574,0.405977,9.770022,-14.464702618529564,-8.203938224653038,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.47969325530873,12.262003628231469]}"
575,0.31771973,9.514441,-14.374893377564558,-8.270792192932724,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.56952478372068,12.262003628231469]}"
576,0.4142601,10.80051,-11.430683104941785,-4.248750650100093,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.65935631213263,12.262003628231469]}"
577,0.2679895,10.80051,-16.312208192798426,-9.60328374538458,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.74918784054458,12.262003628231469]}"
578,0.66358805,10.546429,-16.2157636943231,-9.993584309171926,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.83901936895654,12.262003628231469]}"
579,0.7220741,10.529643,-13.280180052125058,-6.412605384259288,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.92885089736849,12.262003628231469]}"
580,0.31970355,10.529643,-15.599428118916428,-8.314750136645424,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.01868242578044,12.262003628231469]}"
581,0.35925198,9.599771,-16.017713875096547,-7.016982587083732,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.10851395419239,12.262003628231469]}"
582,0.3735205,9.164019,-16.21560564240003,-7.2772538515466305,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.19834548260434,12.262003628231469]}"
583,0.37004983,9.164019,-16.42900706160863,-8.877918010293829,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.2881770110163,12.262003628231469]}"
584,0.50627136,9.210355,-15.650932215581127,-8.014573407553748,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.37800853942825,12.262003628231469]}"
585,0.41979882,9.210355,-16.122591827485184,-8.532784950143686,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.4678400678402,12.262003628231469]}"
586,0.4398007,9.499989,-16.257362148539855,-9.172456000329262,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.55767159625215,12.262003628231469]}"
587,0.5587484,10.068309,-14.65920942352642,-8.359176190637761,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.6475031246641,12.262003628231469]}"
588,0.37025148,10.068309,-16.327400943663495,-9.282039377860347,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.73733465307606,12.262003628231469]}"
589,0.48824054,9.81792,-16.19622145556027,-9.724486996288121,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.82716618148801,12.262003628231469]}"
590,0.52495646,9.902881,-16.774101452093454,-9.983194640412584,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.91699770989996,12.262003628231469]}"
591,-0.10884886,25.4,-27.677075934437628,-21.968555077854468,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.96441045977407,12.35183515664342]}"
592,-0.18160488,25.4,-19.873073165219346,-13.095826411202546,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.05424198818602,12.35183515664342]}"
593,0.49045008,17.644487,-14.26569144602821,-7.481107094865782,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.14407351659797,12.35183515664342]}"
594,0.56603485,17.644487,-14.046053956244151,-7.037578149756455,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.23390504500992,12.35183515664342]}"
595,0.73751616,18.145718,-14.044885895122743,-7.136629306333648,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.32373657342187,12.35183515664342]}"
596,0.6982933,18.428736,-12.140098246132771,-5.2562739560617775,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.41356810183383,12.35183515664342]}"
597,0.7005741,18.428736,-11.990700674793134,-5.380086748819794,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.50339963024578,12.35183515664342]}"
598,0.6868509,18.05499,-13.205096552788653,-6.513668141406925,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.59323115865773,12.35183515664342]}"
599,0.76112336,14.347271,-13.194367814499415,-6.480412593887288,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.68306268706968,12.35183515664342]}"
600,0.72650373,14.347271,-13.77126771893171,-7.045012256271711,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.77289421548164,12.35183515664342]}"
601,0.78530115,8.92478,-13.61531884042057,-6.925171794562137,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.86272574389359,12.35183515664342]}"
602,0.5952658,9.8712225,-13.215283802503446,-6.500485585278882,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.95255727230554,12.35183515664342]}"
603,0.34235367,9.8712225,-15.21980218229303,-7.320864253654786,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.04238880071749,12.35183515664342]}"
604,0.369908,9.088249,-16.168984124223563,-7.802784582301148,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.13222032912944,12.35183515664342]}"
605,0.38066134,9.298683,-16.269523336275835,-8.611450958745753,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.2220518575414,12.35183515664342]}"
606,0.36218807,9.298683,-16.08558105049302,-9.031106703731504,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.31188338595335,12.35183515664342]}"
607,0.3133098,10.390306,-16.099408224882275,-8.699293720878089,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.4017149143653,12.35183515664342]}"
608,0.3476285,10.390306,-17.195306038692483,-10.340911228876388,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.49154644277725,12.35183515664342]}"
609,0.24822485,9.911528,-14.627974542324694,-2.219609205395118,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.5813779711892,12.35183515664342]}"
610,0.32770315,11.386644,-16.637118837054395,-9.364180080825996,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.67120949960116,12.35183515664342]}"
611,0.36192334,11.386644,-17.096026713079603,-10.178787794020307,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.76104102801311,12.35183515664342]}"
612,0.4874862,10.746259,-16.293773991225848,-9.544607117723231,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.85087255642506,12.35183515664342]}"
613,0.3738131,11.243053,-15.696767437266594,-8.117246219907559,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.94070408483701,12.35183515664342]}"
614,0.46200806,11.243053,-15.429874993948712,-9.17110218239449,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.03053561324897,12.35183515664342]}"
615,0.32753304,9.830315,-15.755081128789243,-9.063181571691862,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.12036714166092,12.35183515664342]}"
616,0.2942801,10.228057,-16.538606171305435,-9.273454713522309,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.21019867007287,12.35183515664342]}"
617,0.46150646,10.228057,-12.655468631386812,-5.914987556197558,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.30003019848482,12.35183515664342]}"
618,0.42985788,10.204674,-11.66485293646012,-4.441817115583892,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.38986172689677,12.35183515664342]}"
619,0.47417235,10.204674,-16.030417512494285,-8.983930487593948,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.47969325530873,12.35183515664342]}"
620,0.43823642,9.788362,-16.15211760621852,-9.166436176218463,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.56952478372068,12.35183515664342]}"
621,0.47822013,9.928208,-12.230527490478122,-5.461668748703181,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.65935631213263,12.35183515664342]}"
622,0.28304002,9.928208,-16.057846913771666,-9.263673649147501,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.74918784054458,12.35183515664342]}"
623,0.53478605,11.324827,-13.777727564863005,-6.538631399281485,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.83901936895654,12.35183515664342]}"
624,0.6212793,10.524138,-13.789269593400746,-6.895566537299695,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.92885089736849,12.35183515664342]}"
625,0.37219027,10.524138,-16.517894023451248,-7.132501802298518,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.01868242578044,12.35183515664342]}"
626,0.5043506,9.841918,-12.675654544348209,-5.907425535874249,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.10851395419239,12.35183515664342]}"
627,0.40924656,9.167218,-15.416178985946683,-7.382600164107364,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.19834548260434,12.35183515664342]}"
628,0.5754339,9.167218,-15.061244936786935,-6.740647316944828,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.2881770110163,12.35183515664342]}"
629,0.47628745,9.284102,-15.850626000916291,-8.249888656892674,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.37800853942825,12.35183515664342]}"
630,0.43609697,9.284102,-16.01906188261916,-8.71854533749039,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.4678400678402,12.35183515664342]}"
631,0.40650636,8.508743,-16.123187311786012,-9.344182755635174,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.55767159625215,12.35183515664342]}"
632,0.5945721,11.473406,-15.198788711773204,-8.87625695236399,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.6475031246641,12.35183515664342]}"
633,0.5664539,11.473406,-16.002150040989257,-9.691256797115047,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.73733465307606,12.35183515664342]}"
634,0.5347365,10.043804,-15.072546549349607,-9.308075829871177,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.82716618148801,12.35183515664342]}"
635,0.42656952,9.676728,-16.633852833217123,-9.960359395552308,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.91699770989996,12.35183515664342]}"
636,-0.15006468,25.4,-27.371832781498092,-22.19239460427072,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.96441045977407,12.441666685055372]}"
637,0.4346362,25.4,-14.556476110996883,-7.648531706267134,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.05424198818602,12.441666685055372]}"
638,0.5769852,17.635239,-14.303974254017064,-7.25538031401706,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.14407351659797,12.441666685055372]}"
639,0.7660458,17.635239,-14.146846091051097,-6.981124630763072,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.23390504500992,12.441666685055372]}"
640,0.76296514,18.309246,-14.458721118519694,-7.727621953571772,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.32373657342187,12.441666685055372]}"
641,0.7817197,18.53928,-13.485597485551867,-6.493782939147434,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.41356810183383,12.441666685055372]}"
642,0.8339489,18.53928,-13.481980750019897,-6.680287878411294,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.50339963024578,12.441666685055372]}"
643,0.81258404,16.81789,-12.225479379467338,-5.589973046326024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.59323115865773,12.441666685055372]}"
644,0.7364954,13.702835,-14.304644812554372,-7.816241691958519,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.68306268706968,12.441666685055372]}"
645,0.8070459,13.702835,-13.109145526920491,-6.365378355957372,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.77289421548164,12.441666685055372]}"
646,0.63864803,8.894046,-13.82743693152177,-7.060720402388514,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.86272574389359,12.441666685055372]}"
647,0.4786432,10.6146555,-14.788677487671164,-7.688698302112514,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.95255727230554,12.441666685055372]}"
648,0.44380447,10.6146555,-15.883557018080044,-8.138642326613176,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.04238880071749,12.441666685055372]}"
649,0.40089604,9.643253,-15.903021880036555,-7.975704260225733,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.13222032912944,12.441666685055372]}"
